# Constructed from biom file																																			
#OTU ID	B46	B23	B74	B67	B26	B07	B15	B39	B35	B70	B60	B40	B36	B47	B45	B59	B02	B06	B68	B50	B32	B77	B76	B106	B79	B99	B94	B101	B86	B44	B88	B20	B27	B89	taxonomy
OTU_1272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Trichocomaceae
OTU_8	3255	1076	4843	2262	4056	3319	1776	2227	952	507	2310	1557	2973	978	442	5608	2111	4020	6552	3187	3540	1781	3354	1025	1046	398	4168	2259	1111	1522	7548	3257	274	1547	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales
OTU_417	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	k__Fungi; p__Basidiomycota; c__Incertae sedis; o__Malasseziales; f__Malasseziaceae; g__Malassezia; s__Malassezia slooffiae
OTU_511	2	0	18	0	0	0	0	0	1	0	0	10	0	0	0	0	0	0	0	3	0	2	1	0	0	0	0	1	0	0	0	0	0	8	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Trichocomaceae
OTU_681	1	0	0	0	3	0	0	0	0	0	0	0	3	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	98	3	2	4	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales; f__unidentified; g__unidentified; s__Chaetothyriales sp
OTU_8505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi; p__Ascomycota; c__Saccharomycetes; o__Saccharomycetales; f__Incertae sedis; g__Candida; s__Candida albicans
OTU_2178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi; p__Ascomycota; c__Eurotiomycetes
OTU_2215	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	1	0	0	1	25	1	0	0	0	3	0	2	k__Fungi; p__Basidiomycota; c__Wallemiomycetes; o__Wallemiales; f__Wallemiaceae; g__Wallemia; s__Wallemia sebi
OTU_6315	13	17	104	289	17	14	578	15	12	2	86	61	62	26	40	184	15	2	14	58	190	7	17	99	72	6	37	23	1	15	15	4	16	88	k__Fungi; p__Ascomycota; c__Dothideomycetes
OTU_517	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	k__Fungi; p__Ascomycota; c__Saccharomycetes; o__Saccharomycetales; f__Debaryomycetaceae; g__Millerozyma
OTU_115	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__BLAST; p_unassigned(Candida rugosa)
OTU_13313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi; p__Basidiomycota; c__Microbotryomycetes; o__Sporidiobolales; f__Incertae sedis; g__Rhodotorula
OTU_760	2	0	0	0	1	0	0	0	5	0	0	13	0	0	3	0	0	214	4	0	0	0	1	1	0	1	0	2	0	28	4	4	0	0	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Capnodiales; f__Mycosphaerellaceae
OTU_323	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__Leptosphaeriaceae; g__Coniothyrium
OTU_575	0	0	13	2	2	3	1	5	17	1	8	6	18	15	3	0	176	5	14	13	2	2	7	2	12	0	0	6	2	20	10	14	1	32	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Capnodiales; f__Davidiellaceae; g__Cladosporium
OTU_194	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi; p__Ascomycota; c__Saccharomycetes; o__Saccharomycetales
OTU_93	1	2	26	1	0	0	5	1	2	0	3	32	3	2	7	0	0	0	0	40	0	2	1	2	86	0	2	7	1	8	0	3	0	12	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Trichocomaceae; g__Aspergillus
OTU_13310	4	8	3	4	8	9	5	3	5	3	3	3	1	3	4	2	1	6	4	7	2	5	2	6	3	7	6	1	3	4	9	5	3	6	k__BLAST; p_unassigned#N/A
OTU_128	22	87	358	11	13	12	47	23	11	2	8	149	5	14	116	0	0	54	0	86	0	58	7	88	8	4	4	16	2	7	33	12	3	67	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Capnodiales; f__Incertae sedis; g__unidentified; s__Capnodiales sp
OTU_153	0	0	0	0	0	0	0	0	1	0	0	8	1	1	0	0	0	0	0	5	0	4	0	1	0	0	0	1	0	0	0	0	0	0	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Trichocomaceae; g__Penicillium
OTU_50	208	1	0	38	23	9	11	91	16	36	120	576	36	22	6	5	32	51	20	91	29	22	188	18	1843	1	0	12	4	6	35	9	14	9	k__BLAST; p__; c__; o__; f__; g__; s__uncultured fungus
OTU_1275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Capnodiales; f__Capnodiaceae; g__Capnodium
OTU_484	0	0	0	4	0	0	12	1	0	0	0	0	0	0	0	0	0	0	0	1	2	1	0	0	0	0	0	0	0	2	0	0	0	0	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Nectriaceae
OTU_351	1	0	0	21	11	1	0	5	13	0	0	0	1	3	6	0	24	1	0	189	1	0	18	1	0	0	0	0	0	47	2	4	1	1	k__Fungi; p__Ascomycota
OTU_12910	0	0	1	0	0	0	0	0	3	0	0	1	0	9	0	0	1	0	0	0	0	2	2	0	0	1	0	8	0	1	0	0	0	0	k__Fungi; p__Ascomycota; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__Ascomycota sp
OTU_80	0	0	16	0	32	2	11	1	0	1	6	16	3	3	2	0	2	0	0	196	0	1	8	2	63	5	5	6	2	17	0	24	29	64	k__Fungi; p__Basidiomycota; c__Tremellomycetes; o__Filobasidiales; f__Filobasidiaceae; g__Filobasidium; s__Filobasidium uniguttulatum
OTU_1025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Onygenales; f__Gymnoascaceae; g__Gymnoascus; s__Gymnoascus petalosporus
OTU_7499	0	0	0	0	0	0	0	0	1	0	0	0	0	4	0	0	0	0	0	1	1	0	2	0	0	0	0	0	0	0	0	1	0	0	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Trichocomaceae; g__Byssochlamys
OTU_347	2	0	0	1	2	1	0	0	7	0	0	34	1	0	0	0	0	0	0	27	0	2	0	1	1	2	0	42	0	3	8	1	0	9	k__Fungi; p__Basidiomycota; c__Tremellomycetes; o__Trichosporonales; f__Trichosporonaceae; g__Trichosporon
OTU_12179	2	2	9	20	15	4	0	1	12	16	5	2	0	1	0	0	0	0	6	29	7	1	2	15	0	0	0	2	2	0	1	8	4	7	k__Fungi; p__Basidiomycota; c__Incertae sedis; o__Malasseziales; f__Malasseziaceae; g__Malassezia; s__Malassezia sp
OTU_8026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Capnodiales; f__Mycosphaerellaceae
OTU_72	1	0	0	1	1	0	0	1	1	1	0	71	0	0	0	1	0	0	0	0	0	0	1	2	21	0	0	3	1	1	0	5	0	14	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Trichocomaceae; g__Penicillium
OTU_206	3	21	0	3	0	1	11	0	56	4	0	21	3	4	10	0	0	2	1	0	1	4	108	4	5	0	0	6	0	3	0	1	1	2	k__Fungi; p__Ascomycota; c__Saccharomycetes; o__Saccharomycetales; f__Debaryomycetaceae; g__Meyerozyma; s__Meyerozyma guilliermondii
OTU_1262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Trichocomaceae; g__Penicillium
OTU_416	0	0	85	6	2	0	1	0	17	0	0	0	1	10	4	0	0	2	1	41	1	6	0	0	6	0	0	7	0	5	2	3	8	3	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Polyporales; f__Polyporaceae
OTU_512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Phallales; f__Phallaceae; g__Phallus; s__Phallus rugulosus
OTU_562	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Venturiales; f__Venturiaceae; g__Venturia
OTU_61	3	4	163	19	0	1	2	13	90	7	14	46	7	16	7	3	280	0	11	72	53	21	282	166	11	0	19	147	2	18	2	70	6	124	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Trichocomaceae; g__Aspergillus
OTU_8985	0	49	0	1	0	0	0	0	7	0	26	0	0	0	0	2	1	0	0	0	1	1	4	1	0	1	50	2	19	1	0	0	0	177	k__Fungi; p__Basidiomycota; c__Ustilaginomycetes; o__Ustilaginales; f__Ustilaginaceae
OTU_2685	0	0	0	1	0	0	1	0	7	0	0	8	0	32	0	0	0	0	0	0	1	2	2	1	0	0	2	0	1	0	0	3	0	0	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Hypocreaceae; g__Trichoderma; s__Trichoderma longibrachiatum
OTU_451	0	0	0	15	0	0	19	2	0	0	0	0	6	1	4	76	0	0	0	0	8	11	0	0	0	0	4	0	0	0	0	1	0	6	k__Fungi; p__Ascomycota; c__Sordariomycetes
OTU_280	0	0	3	0	1	0	0	1	9	0	0	1	1	0	0	0	0	0	0	79	1	0	1	4	0	0	1	5	0	5	1	8	2	1	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Trichocomaceae; g__Aspergillus
OTU_1913	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__BLAST; p__; c__; o__; f__; g__; s__uncultured fungus
OTU_926	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__BLAST; p__; c__; o__; f__; g__; s__uncultured fungus
OTU_652	0	0	0	0	0	2	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	k__Fungi; p__Ascomycota; c__Saccharomycetes; o__Saccharomycetales; f__Incertae sedis; g__Candida
OTU_600	0	0	0	0	2	0	1	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	5	1	3	2	0	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales; f__Herpotrichiellaceae; g__Exophiala
OTU_605	1	7	0	2	0	0	0	0	43	0	0	0	1	2	1	0	0	1	3	2	1	5	10	0	1	1	0	1	5	2	1	1	7	2	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Polyporales; f__Meruliaceae; g__Irpex
OTU_7958	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi; p__Ascomycota; c__Sordariomycetes
OTU_269	24	36	0	0	0	2	1	2	20	5	23	0	13	24	3	1	0	2	17	1	4	7	7	5	4	6	2	4	24	6	1	8	5	3	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__unidentified; f__unidentified; g__unidentified; s__Dothideomycetes sp
OTU_2157	0	133	24	0	0	0	0	5	4	0	7	0	1	0	0	0	0	0	0	21	0	0	34	0	0	0	9	1	3	6	1	0	0	13	k__Fungi; p__Basidiomycota; c__Ustilaginomycetes; o__Ustilaginales; f__Ustilaginaceae
OTU_627	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi; p__Ascomycota; c__Saccharomycetes; o__Saccharomycetales; f__Incertae sedis; g__Candida; s__Candida palmioleophila
OTU_28	21	21	462	10	12	127	25	114	83	33	131	188	405	358	29	2	6868	12	30	786	52	369	23	26	58	6	140	210	648	394	207	45	27	45	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Capnodiales; f__Davidiellaceae; g__Cladosporium
OTU_554	0	0	0	1	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	k__Fungi; p__Ascomycota; c__Saccharomycetes; o__Saccharomycetales; f__Incertae sedis; g__Candida
OTU_229	0	1	0	0	1	0	0	0	7	1	0	2	0	2	0	0	0	1	0	2	3	0	1	4	0	0	4	96	0	1	1	0	0	62	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Trichocomaceae
OTU_35	0	23	17	1	1	0	1	0	0	0	71	12	7	0	22	8	0	0	0	11	3	0	19	1	66	0	1	3	0	2	0	1	11	0	k__BLAST; p__Ascomycota; c__Saccharomycetes; o__; f__; g__; s__uncultured Saccharomycetales
OTU_1441	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Russulales; f__Stereaceae; g__Stereum; s__Stereum hirsutum
OTU_5550	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi; p__Basidiomycota; c__Incertae sedis; o__Malasseziales; f__Malasseziaceae; g__Malassezia; s__Malassezia globosa
OTU_930	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Ophiostomatales; f__Ophiostomataceae
OTU_77	0	2	0	1	2	1	2	3	45	1	15	1	0	68	0	18	7	0	0	1	1	4	9	1	1	1	16	6	9	27	7	8	2	1	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales
OTU_13365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	5	0	5	0	0	0	0	0	0	0	0	0	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Trichocomaceae; g__Penicillium
OTU_328	0	0	14	24	0	1	1	1	16	0	2	6	3	0	4	0	0	0	8	21	32	3	1	25	0	2	3	22	0	2	9	13	2	38	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__unidentified; g__unidentified; s__Eurotiales sp
OTU_808	0	0	0	0	0	0	0	0	2	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	2	0	4	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Corticiales
OTU_1319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__BLAST; p__; c__; o__; f__; g__; s__uncultured fungus
OTU_2567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Trichocomaceae; g__Penicillium; s__Penicillium georgiense
OTU_9610	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Trichocomaceae
OTU_44	49	77	267	23	44	2	19	8	299	82	5	234	29	1	95	2	0	14	17	42	185	82	227	124	1856	111	3	61	8	37	146	113	34	225	k__BLAST; p__; c__; o__; f__; g__; s__uncultured fungus
OTU_10524	40	38	2	16	2	25	11	19	15	6	42	14	32	35	20	23	18	11	12	10	10	97	38	98	20	8	27	49	20	28	19	10	25	16	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Capnodiales; f__Davidiellaceae; g__Cladosporium
OTU_2730	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Trichocomaceae; g__Penicillium
OTU_1324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__BLAST; p__Basidiomycota; c__Tremellomycetes; o__Tremellales; f__; g__Cryptococcus; s__Cryptococcus sp. TSN-649
OTU_10247	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	3	0	0	0	0	0	0	0	9	3	0	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__unidentified; g__unidentified; s__Hypocreales sp
OTU_441	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	0	0	0	0	0	0	0	0	0	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales; f__Herpotrichiellaceae; g__Exophiala
OTU_1371	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	5	3	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Bionectriaceae; g__unidentified; s__Bionectriaceae sp
OTU_13964	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	4	0	1	0	1	k__Fungi; p__Ascomycota; c__Saccharomycetes; o__Saccharomycetales; f__Saccharomycetaceae; g__Saccharomyces; s__Saccharomyces kudriavzevii
OTU_6840	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi; p__Basidiomycota; c__Incertae sedis; o__Malasseziales; f__Malasseziaceae; g__Malassezia; s__Malassezia sp
OTU_6358	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__BLAST; p__Ascomycota; c__Saccharomycetes; o__Saccharomycetales; f__Metschnikowiaceae; g__Clavispora; s__Clavispora lusitaniae
OTU_12	362	1005	472	28	336	4111	225	60	1952	547	107	82	127	271	160	18	1794	1474	565	751	146	739	1348	310	164	2025	73	348	6247	129	402	3312	4644	232	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__Incertae sedis
OTU_2912	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__BLAST; p_unassigned(Candida parapsilosis)
OTU_10316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__BLAST; p_unassigned(Candida parapsilosis)
OTU_1764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Microascales; f__Microascaceae; g__Scedosporium
OTU_560	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	106	0	0	0	0	8	0	0	1	0	0	0	0	1	0	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Trichocomaceae; g__Penicillium
OTU_339	1	0	335	0	0	2	0	1	15	0	0	2	0	11	0	0	0	0	0	7	0	5	7	3	1	0	0	22	0	42	0	1	2	5	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Incertae sedis; g__Stachybotrys; s__Stachybotrys microspora
OTU_12371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi; p__Basidiomycota; c__Incertae sedis; o__Malasseziales; f__Malasseziaceae; g__Malassezia; s__Malassezia globosa
OTU_2577	6	88	2	2	8	1	3	6	20	7	182	1	30	54	3	7	56	0	1	72	31	42	42	6	10	11	25	15	6	11	2	17	25	21	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__Pleosporaceae; g__Chalastospora
OTU_13532	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Trichocomaceae; g__Penicillium
OTU_856	0	2	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	1	0	12	0	29	0	1	0	0	0	0	0	0	5	k__BLAST; p__Ascomycota; c__Saccharomycetes; o__Saccharomycetales; f__Dipodascaceae; g__Yarrowia; s__Yarrowia lipolytica
OTU_11406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Microascales; f__Microascaceae; g__Pseudallescheria
OTU_437	11	10	0	0	0	4	1	4	12	4	0	3	3	2	0	0	7	2	91	10	18	1	12	1	1	4	0	13	3	4	11	26	8	3	k__Fungi; p__Ascomycota; c__Leotiomycetes
OTU_3024	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	5	0	0	0	0	1	0	0	0	1	k__Fungi; p__Ascomycota; c__Saccharomycetes; o__Saccharomycetales; f__Saccharomycetaceae; g__Saccharomyces
OTU_387	0	0	0	0	0	0	0	0	0	0	0	4	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Trichocomaceae; g__Penicillium
OTU_446	0	0	0	0	0	0	0	0	8	0	1	27	1	1	0	0	0	0	0	0	0	0	1	9	3	1	0	1	0	0	1	6	0	8	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Trichocomaceae; g__Penicillium
OTU_10014	0	0	0	0	0	0	1	0	0	0	0	0	0	2	1	0	0	0	0	7	0	0	5	0	2	0	0	3	0	1	0	0	0	0	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Trichocomaceae; g__Byssochlamys
OTU_1088	0	0	0	4	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	0	0	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Hypocreaceae; g__Trichoderma
OTU_9874	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi; p__Ascomycota; c__Saccharomycetes; o__Saccharomycetales; f__Incertae sedis; g__Candida; s__Candida albicans
OTU_8033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Trichocomaceae; g__Talaromyces
OTU_11281	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	k__Fungi; p__Ascomycota; c__Saccharomycetes; o__Saccharomycetales; f__Incertae sedis; g__Candida; s__Candida tropicalis
OTU_6757	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	k__BLAST; p__Basidiomycota; c__; o__; f__; g__; s__uncultured Basidiomycota
OTU_6424	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	1	7	0	0	0	0	1	0	0	1	0	2	k__Fungi; p__Basidiomycota; c__Incertae sedis; o__Malasseziales; f__Malasseziaceae; g__Malassezia; s__Malassezia sp
OTU_1702	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__Sporormiaceae
OTU_11294	12	14	2	3	2	13	4	3	18	5	20	3	9	14	7	4	10	2	5	2	6	15	7	26	5	3	1	22	31	10	8	4	14	14	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Capnodiales; f__Davidiellaceae; g__Cladosporium
OTU_10386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__BLAST; p_unassigned#N/A
OTU_907	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi; p__Basidiomycota
OTU_1560	0	0	0	0	0	1	2	0	0	0	0	24	6	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	2	1	0	2	1	0	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales
OTU_5967	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__Pleosporaceae; g__Curvularia
OTU_1089	0	1	0	2	0	0	1	0	3	1	1	7	1	3	6	0	0	0	0	16	0	2	24	2	1	6	1	7	1	0	13	1	1	7	k__Fungi; p__Basidiomycota; c__Wallemiomycetes; o__Wallemiales; f__Wallemiaceae; g__Wallemia; s__Wallemia sebi
OTU_11574	15	21	3	6	1	4	3	5	5	4	27	6	18	14	6	5	15	3	6	10	7	33	10	31	11	3	9	22	11	9	8	2	7	12	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Capnodiales; f__Davidiellaceae; g__Cladosporium
OTU_9209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__BLAST; p_unassigned#N/A
OTU_6903	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__BLAST; p_unassigned#N/A
OTU_13612	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	k__Fungi; p__Ascomycota; c__Saccharomycetes; o__Saccharomycetales; f__Incertae sedis; g__Candida; s__Candida tropicalis
OTU_4128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__BLAST; p__; c__; o__; f__; g__; s__uncultured prokaryote
